trade_id,symbol,side,qty,price,notional,account,exec_time,settle_date,exec_broker,customer_type
T20250901-000417,TSLA,BUY,1000,416.04,416040.0,FND1050,2025-09-01T18:17:57,2025-09-03,NITE,SELF_CLEAR
T20250901-000418,BRK.B,SELL,2000,241.06,482120.0,FND1024,2025-09-01T17:52:03,2025-09-03,JPMC,SELF_CLEAR
T20250901-000419,BAC,SELL,500,108.3,54150.0,FND1011,2025-09-01T19:31:50,2025-09-03,CDEL,INTRODUCING
T20250901-000420,UNH,BUY,1500,435.02,652530.0,FND1013,2025-09-01T17:55:17,2025-09-03,CDEL,INTRODUCING
T20250901-000421,UNH,BUY,2000,333.89,667780.0,FND1012,2025-09-01T18:46:17,2025-09-03,JPMC,INTRODUCING
T20250901-000422,NVDA,SELL,300,375.43,112629.0,FND1015,2025-09-01T18:11:01,2025-09-03,MSCO,INTRODUCING
T20250901-000423,JPM,BUY,1500,211.63,317445.0,FND1026,2025-09-01T20:58:47,2025-09-03,NITE,SELF_CLEAR
T20250901-000424,UNH,BUY,300,300.77,90231.0,FND1031,2025-09-01T18:02:24,2025-09-03,BAML,INTRODUCING
T20250901-000425,GOOGL,BUY,2000,389.92,779840.0,FND1013,2025-09-01T19:22:06,2025-09-03,NITE,SELF_CLEAR
T20250901-000426,JPM,BUY,200,75.22,15044.0,FND1012,2025-09-01T17:26:59,2025-09-03,NITE,INTRODUCING
T20250901-000427,BRK.B,SELL,300,483.41,145023.0,FND1001,2025-09-01T20:05:55,2025-09-03,MSCO,INTRODUCING
T20250901-000428,MSFT,SELL,1500,17.2,25800.0,FND1022,2025-09-01T19:12:52,2025-09-03,GSCO,INTRODUCING
T20250901-000429,JPM,SELL,1000,293.9,293900.0,FND1023,2025-09-01T20:08:31,2025-09-03,UBSW,SELF_CLEAR
T20250901-000430,GOOGL,SELL,200,434.49,86898.0,FND1038,2025-09-01T18:47:25,2025-09-03,UBSW,INTRODUCING
T20250901-000431,JPM,SELL,1500,137.23,205845.0,FND1017,2025-09-01T17:28:39,2025-09-03,BAML,SELF_CLEAR
T20250901-000432,AMZN,BUY,200,15.8,3160.0,FND1057,2025-09-01T20:51:06,2025-09-03,MSCO,INTRODUCING
T20250901-000433,XOM,BUY,500,440.33,220165.0,FND1039,2025-09-01T18:52:50,2025-09-03,GSCO,SELF_CLEAR
T20250901-000434,JPM,BUY,500,155.09,77545.0,FND1043,2025-09-01T18:45:50,2025-09-03,CDEL,SELF_CLEAR
T20250901-000435,META,SELL,1000,230.21,230210.0,FND1018,2025-09-01T19:15:49,2025-09-03,JPMC,SELF_CLEAR
T20250901-000436,TSLA,SELL,300,332.94,99882.0,FND1010,2025-09-01T16:59:20,2025-09-03,UBSW,INTRODUCING
T20250901-000437,JPM,SELL,1500,457.92,686880.0,FND1050,2025-09-01T19:23:28,2025-09-03,MSCO,SELF_CLEAR
T20250901-000438,MSFT,SELL,300,405.76,121728.0,FND1004,2025-09-01T19:32:10,2025-09-03,BAML,SELF_CLEAR
T20250901-000439,XOM,BUY,500,126.5,63250.0,FND1034,2025-09-01T19:49:59,2025-09-03,BAML,INTRODUCING
T20250901-000440,MSFT,BUY,300,260.28,78084.0,FND1015,2025-09-01T19:52:38,2025-09-03,MSCO,SELF_CLEAR
T20250901-000441,MSFT,BUY,2000,463.36,926720.0,FND1038,2025-09-01T18:37:07,2025-09-03,JPMC,SELF_CLEAR
T20250901-000442,GOOGL,BUY,2000,53.32,106640.0,FND1005,2025-09-01T18:04:20,2025-09-03,CDEL,SELF_CLEAR
T20250901-000443,TSLA,BUY,1500,408.83,613245.0,FND1034,2025-09-01T19:31:13,2025-09-03,MSCO,SELF_CLEAR
T20250901-000444,BAC,SELL,1500,273.36,410040.0,FND1036,2025-09-01T19:42:15,2025-09-03,JPMC,INTRODUCING
T20250901-000445,JPM,BUY,100,260.92,26092.0,FND1048,2025-09-01T17:07:02,2025-09-03,NITE,INTRODUCING
T20250901-000446,GOOGL,BUY,100,184.05,18405.0,FND1043,2025-09-01T20:30:26,2025-09-03,NITE,INTRODUCING
T20250901-000447,AAPL,BUY,2000,472.24,944480.0,FND1052,2025-09-01T20:04:28,2025-09-03,JPMC,INTRODUCING
T20250901-000448,TSLA,BUY,300,475.84,142752.0,FND1031,2025-09-01T18:08:18,2025-09-03,CDEL,SELF_CLEAR
T20250901-000449,UNH,SELL,100,241.33,24133.0,FND1047,2025-09-01T20:36:18,2025-09-03,NITE,INTRODUCING
T20250901-000450,MSFT,BUY,300,218.58,65574.0,FND1040,2025-09-01T17:16:37,2025-09-03,JPMC,INTRODUCING
T20250901-000451,JPM,BUY,100,68.94,6894.0,FND1022,2025-09-01T20:21:05,2025-09-03,NITE,INTRODUCING
T20250901-000452,GOOGL,BUY,1000,369.8,369800.0,FND1047,2025-09-01T18:39:50,2025-09-03,NITE,INTRODUCING
T20250901-000453,TSLA,SELL,300,144.65,43395.0,FND1047,2025-09-01T18:41:39,2025-09-03,BAML,SELF_CLEAR
T20250901-000454,NVDA,SELL,200,475.87,95174.0,FND1044,2025-09-01T20:00:51,2025-09-03,JPMC,INTRODUCING
T20250901-000455,AMZN,SELL,500,143.69,71845.0,FND1047,2025-09-01T19:03:59,2025-09-03,BAML,INTRODUCING
T20250901-000456,GOOGL,BUY,1000,278.46,278460.0,FND1007,2025-09-01T18:00:21,2025-09-03,UBSW,INTRODUCING
T20250901-000457,AAPL,SELL,2000,509.93,1019860.0,FND1055,2025-09-01T19:01:01,2025-09-03,UBSW,INTRODUCING
T20250901-000458,JPM,SELL,1000,165.51,165510.0,FND1058,2025-09-01T20:58:05,2025-09-03,UBSW,SELF_CLEAR
T20250901-000459,JPM,SELL,300,213.2,63960.0,FND1051,2025-09-01T20:28:53,2025-09-03,CDEL,SELF_CLEAR
T20250901-000460,TSLA,BUY,300,475.93,142779.0,FND1033,2025-09-01T19:17:53,2025-09-03,BAML,SELF_CLEAR
T20250901-000461,AMZN,SELL,200,457.59,91518.0,FND1036,2025-09-01T20:06:53,2025-09-03,JPMC,SELF_CLEAR
T20250901-000462,GOOGL,BUY,2000,350.25,700500.0,FND1039,2025-09-01T18:44:31,2025-09-03,GSCO,INTRODUCING
T20250901-000463,UNH,BUY,500,447.43,223715.0,FND1031,2025-09-01T18:17:49,2025-09-03,NITE,INTRODUCING
T20250901-000464,META,SELL,1000,367.03,367030.0,FND1028,2025-09-01T18:18:59,2025-09-03,UBSW,SELF_CLEAR
T20250901-000465,XOM,SELL,500,352.75,176375.0,FND1037,2025-09-01T20:02:02,2025-09-03,JPMC,INTRODUCING
T20250901-000466,META,BUY,100,350.43,35043.0,FND1043,2025-09-01T19:58:45,2025-09-03,GSCO,SELF_CLEAR
T20250901-000467,AMZN,BUY,200,502.17,100434.0,FND1010,2025-09-01T19:05:08,2025-09-03,UBSW,INTRODUCING
T20250901-000468,JPM,SELL,300,447.9,134370.0,FND1034,2025-09-01T18:02:41,2025-09-03,CDEL,INTRODUCING
T20250901-000469,TSLA,BUY,100,475.02,47502.0,FND1059,2025-09-01T18:54:59,2025-09-03,GSCO,INTRODUCING
T20250901-000470,BAC,BUY,300,422.65,126795.0,FND1026,2025-09-01T18:19:42,2025-09-03,BAML,INTRODUCING
T20250901-000471,META,SELL,300,145.72,43716.0,FND1021,2025-09-01T18:15:16,2025-09-03,NITE,SELF_CLEAR
T20250901-000472,AAPL,BUY,300,407.91,122373.0,FND1026,2025-09-01T19:10:31,2025-09-03,CDEL,SELF_CLEAR
T20250901-000473,GOOGL,BUY,100,394.19,39419.0,FND1030,2025-09-01T18:56:08,2025-09-03,BAML,SELF_CLEAR
T20250901-000474,META,SELL,1500,261.64,392460.0,FND1018,2025-09-01T19:53:04,2025-09-03,GSCO,SELF_CLEAR
T20250901-000475,XOM,SELL,1000,349.26,349260.0,FND1011,2025-09-01T18:30:56,2025-09-03,UBSW,INTRODUCING
T20250901-000476,BAC,SELL,100,242.89,24289.0,FND1044,2025-09-01T20:49:59,2025-09-03,BAML,SELF_CLEAR
T20250901-000477,GOOGL,SELL,500,191.47,95735.0,FND1007,2025-09-01T20:50:02,2025-09-03,CDEL,INTRODUCING
T20250901-000478,BAC,SELL,300,488.87,146661.0,FND1002,2025-09-01T17:30:07,2025-09-03,MSCO,SELF_CLEAR
T20250901-000479,UNH,BUY,200,177.31,35462.0,FND1008,2025-09-01T20:50:23,2025-09-03,CDEL,SELF_CLEAR
T20250901-000480,AAPL,SELL,2000,476.66,953320.0,FND1005,2025-09-01T19:10:55,2025-09-03,CDEL,SELF_CLEAR
T20250901-000481,TSLA,BUY,200,286.93,57386.0,FND1035,2025-09-01T18:57:37,2025-09-03,UBSW,INTRODUCING
T20250901-000482,UNH,SELL,200,455.89,91178.0,FND1043,2025-09-01T18:15:50,2025-09-03,GSCO,INTRODUCING
T20250901-000483,AMZN,SELL,1000,454.27,454270.0,FND1018,2025-09-01T20:07:38,2025-09-03,GSCO,INTRODUCING
T20250901-000484,NVDA,SELL,500,242.35,121175.0,FND1009,2025-09-01T17:37:51,2025-09-03,UBSW,INTRODUCING
T20250901-000485,JPM,BUY,100,444.5,44450.0,FND1019,2025-09-01T18:27:59,2025-09-03,MSCO,SELF_CLEAR
T20250901-000486,BRK.B,SELL,1000,169.21,169210.0,FND1054,2025-09-01T20:38:02,2025-09-03,UBSW,SELF_CLEAR
T20250901-000487,AMZN,SELL,100,20.89,2089.0,FND1055,2025-09-01T18:46:07,2025-09-03,NITE,INTRODUCING
T20250901-000488,BRK.B,SELL,1000,480.03,480030.0,FND1046,2025-09-01T20:14:39,2025-09-03,UBSW,SELF_CLEAR
T20250901-000489,TSLA,BUY,2000,441.19,882380.0,FND1057,2025-09-01T17:49:09,2025-09-03,GSCO,INTRODUCING
T20250901-000490,META,SELL,300,309.29,92787.0,FND1039,2025-09-01T19:43:38,2025-09-03,MSCO,INTRODUCING
T20250901-000491,MSFT,BUY,1000,16.74,16740.0,FND1040,2025-09-01T17:52:47,2025-09-03,MSCO,SELF_CLEAR
T20250901-000492,MSFT,BUY,1000,131.15,131150.0,FND1022,2025-09-01T20:10:44,2025-09-03,UBSW,INTRODUCING
T20250901-000493,UNH,SELL,300,397.8,119340.0,FND1010,2025-09-01T17:03:32,2025-09-03,NITE,INTRODUCING
T20250901-000494,AMZN,SELL,1500,38.24,57360.0,FND1012,2025-09-01T17:26:52,2025-09-03,JPMC,INTRODUCING
T20250901-000495,JPM,BUY,1500,272.47,408705.0,FND1021,2025-09-01T20:21:26,2025-09-03,UBSW,SELF_CLEAR
T20250901-000496,BRK.B,BUY,300,133.74,40122.0,FND1013,2025-09-01T18:06:22,2025-09-03,MSCO,INTRODUCING
T20250901-000497,XOM,SELL,500,319.66,159830.0,FND1053,2025-09-01T19:28:58,2025-09-03,JPMC,SELF_CLEAR
T20250901-000498,MSFT,SELL,300,440.47,132141.0,FND1013,2025-09-01T20:50:29,2025-09-03,JPMC,SELF_CLEAR
T20250901-000499,JPM,BUY,100,402.43,40243.0,FND1038,2025-09-01T17:17:16,2025-09-03,BAML,SELF_CLEAR
T20250901-000500,UNH,BUY,100,184.2,18420.0,FND1008,2025-09-01T18:30:34,2025-09-03,BAML,SELF_CLEAR
T20250901-000501,BAC,BUY,200,148.64,29728.0,FND1025,2025-09-01T18:14:12,2025-09-03,JPMC,INTRODUCING
T20250901-000502,AMZN,BUY,500,269.95,134975.0,FND1011,2025-09-01T18:21:24,2025-09-03,UBSW,SELF_CLEAR
T20250901-000503,META,BUY,200,423.23,84646.0,FND1040,2025-09-01T19:52:28,2025-09-03,UBSW,INTRODUCING
T20250901-000504,MSFT,BUY,200,31.38,6276.0,FND1058,2025-09-01T19:15:32,2025-09-03,CDEL,INTRODUCING
T20250901-000505,MSFT,BUY,2000,428.46,856920.0,FND1026,2025-09-01T17:04:27,2025-09-03,GSCO,SELF_CLEAR
T20250901-000506,TSLA,SELL,2000,368.4,736800.0,FND1028,2025-09-01T19:18:56,2025-09-03,GSCO,INTRODUCING
T20250901-000507,XOM,BUY,100,141.51,14151.0,FND1020,2025-09-01T17:36:52,2025-09-03,JPMC,INTRODUCING
T20250901-000508,TSLA,BUY,500,126.95,63475.0,FND1010,2025-09-01T20:08:20,2025-09-03,MSCO,SELF_CLEAR
T20250901-000509,BRK.B,SELL,100,368.47,36847.0,FND1050,2025-09-01T17:12:27,2025-09-03,CDEL,INTRODUCING
T20250901-000510,MSFT,BUY,1000,58.29,58290.0,FND1036,2025-09-01T20:14:39,2025-09-03,UBSW,SELF_CLEAR
T20250901-000511,TSLA,SELL,500,291.67,145835.0,FND1033,2025-09-01T19:40:32,2025-09-03,UBSW,INTRODUCING
T20250901-000512,META,SELL,300,407.43,122229.0,FND1013,2025-09-01T18:01:50,2025-09-03,CDEL,INTRODUCING
T20250901-000513,JPM,SELL,500,423.8,211900.0,FND1039,2025-09-01T18:30:01,2025-09-03,GSCO,SELF_CLEAR
T20250901-000514,BRK.B,BUY,500,108.87,54435.0,FND1040,2025-09-01T20:16:04,2025-09-03,NITE,SELF_CLEAR
T20250901-000515,META,SELL,100,72.11,7211.0,FND1056,2025-09-01T20:15:53,2025-09-03,MSCO,INTRODUCING
T20250901-000516,AAPL,BUY,1500,257.02,385530.0,FND1047,2025-09-01T18:42:37,2025-09-03,NITE,SELF_CLEAR
T20250901-000517,META,SELL,1000,97.9,97900.0,FND1049,2025-09-01T19:45:34,2025-09-03,UBSW,INTRODUCING
T20250901-000518,AMZN,BUY,500,395.9,197950.0,FND1056,2025-09-01T16:59:11,2025-09-03,NITE,INTRODUCING
T20250901-000519,BAC,BUY,1000,162.4,162400.0,FND1048,2025-09-01T18:04:24,2025-09-03,GSCO,SELF_CLEAR
T20250901-000520,META,SELL,300,223.37,67011.0,FND1053,2025-09-01T19:09:27,2025-09-03,JPMC,INTRODUCING
T20250901-000521,MSFT,SELL,300,372.93,111879.0,FND1000,2025-09-01T20:56:44,2025-09-03,JPMC,SELF_CLEAR
T20250901-000522,BAC,BUY,300,422.66,126798.0,FND1035,2025-09-01T18:56:54,2025-09-03,GSCO,SELF_CLEAR
T20250901-000523,BRK.B,SELL,1500,352.17,528255.0,FND1004,2025-09-01T18:53:28,2025-09-03,JPMC,SELF_CLEAR
T20250901-000524,TSLA,SELL,1500,267.91,401865.0,FND1036,2025-09-01T20:08:27,2025-09-03,MSCO,SELF_CLEAR
T20250901-000525,UNH,BUY,200,133.81,26762.0,FND1014,2025-09-01T18:21:42,2025-09-03,CDEL,INTRODUCING
T20250901-000526,NVDA,BUY,500,380.18,190090.0,FND1039,2025-09-01T18:03:58,2025-09-03,NITE,SELF_CLEAR
T20250901-000527,NVDA,SELL,200,44.68,8936.0,FND1029,2025-09-01T20:01:02,2025-09-03,JPMC,SELF_CLEAR
T20250901-000528,AAPL,BUY,200,312.92,62584.0,FND1048,2025-09-01T17:55:43,2025-09-03,CDEL,INTRODUCING
T20250901-000529,AMZN,SELL,2000,147.03,294060.0,FND1024,2025-09-01T18:22:44,2025-09-03,BAML,INTRODUCING
T20250901-000530,MSFT,BUY,2000,237.59,475180.0,FND1039,2025-09-01T17:27:59,2025-09-03,GSCO,INTRODUCING
T20250901-000531,TSLA,BUY,200,496.75,99350.0,FND1008,2025-09-01T18:11:02,2025-09-03,UBSW,SELF_CLEAR
T20250901-000532,JPM,BUY,1000,54.66,54660.0,FND1023,2025-09-01T20:17:08,2025-09-03,CDEL,INTRODUCING
T20250901-000533,TSLA,SELL,100,236.94,23694.0,FND1024,2025-09-01T20:04:48,2025-09-03,BAML,INTRODUCING
T20250901-000534,AMZN,BUY,100,444.27,44427.0,FND1043,2025-09-01T20:08:32,2025-09-03,NITE,SELF_CLEAR
T20250901-000535,BRK.B,SELL,1500,231.02,346530.0,FND1036,2025-09-01T20:00:42,2025-09-03,MSCO,SELF_CLEAR
T20250901-000536,AAPL,BUY,1500,39.61,59415.0,FND1017,2025-09-01T20:10:14,2025-09-03,UBSW,SELF_CLEAR
T20250901-000537,JPM,BUY,1000,442.91,442910.0,FND1055,2025-09-01T19:20:36,2025-09-03,CDEL,INTRODUCING
T20250901-000538,AAPL,BUY,2000,214.45,428900.0,FND1005,2025-09-01T17:16:15,2025-09-03,CDEL,SELF_CLEAR
T20250901-000539,GOOGL,BUY,300,354.13,106239.0,FND1035,2025-09-01T20:37:06,2025-09-03,MSCO,INTRODUCING
T20250901-000540,TSLA,BUY,300,382.53,114759.0,FND1008,2025-09-01T18:09:11,2025-09-03,MSCO,SELF_CLEAR
T20250901-000541,TSLA,SELL,200,109.37,21874.0,FND1059,2025-09-01T18:31:43,2025-09-03,MSCO,INTRODUCING
T20250901-000542,XOM,BUY,1500,55.98,83970.0,FND1059,2025-09-01T17:48:16,2025-09-03,CDEL,INTRODUCING
T20250901-000543,GOOGL,BUY,500,429.82,214910.0,FND1008,2025-09-01T18:20:10,2025-09-03,NITE,SELF_CLEAR
T20250901-000544,MSFT,SELL,300,485.87,145761.0,FND1010,2025-09-01T20:18:35,2025-09-03,MSCO,INTRODUCING
T20250901-000545,GOOGL,SELL,1500,452.31,678465.0,FND1011,2025-09-01T19:39:27,2025-09-03,UBSW,SELF_CLEAR
T20250901-000546,AAPL,SELL,1000,385.28,385280.0,FND1010,2025-09-01T19:49:47,2025-09-03,JPMC,SELF_CLEAR
T20250901-000547,MSFT,BUY,300,109.65,32895.0,FND1027,2025-09-01T18:25:39,2025-09-03,MSCO,INTRODUCING
T20250901-000548,NVDA,BUY,100,364.53,36453.0,FND1024,2025-09-01T17:30:29,2025-09-03,GSCO,SELF_CLEAR
T20250901-000549,NVDA,SELL,500,78.28,39140.0,FND1001,2025-09-01T20:50:10,2025-09-03,CDEL,INTRODUCING
T20250901-000550,AAPL,SELL,500,198.57,99285.0,FND1003,2025-09-01T20:36:09,2025-09-03,BAML,INTRODUCING
T20250901-000551,TSLA,SELL,300,96.39,28917.0,FND1043,2025-09-01T18:11:06,2025-09-03,NITE,SELF_CLEAR
T20250901-000552,META,BUY,300,414.51,124353.0,FND1018,2025-09-01T18:37:14,2025-09-03,MSCO,SELF_CLEAR
T20250901-000553,BRK.B,SELL,300,88.2,26460.0,FND1024,2025-09-01T17:02:12,2025-09-03,NITE,SELF_CLEAR
T20250901-000554,AMZN,SELL,200,238.55,47710.0,FND1014,2025-09-01T18:21:02,2025-09-03,NITE,SELF_CLEAR
T20250901-000555,NVDA,SELL,500,218.79,109395.0,FND1032,2025-09-01T18:47:22,2025-09-03,GSCO,SELF_CLEAR
T20250901-000556,META,SELL,1500,308.18,462270.0,FND1020,2025-09-01T19:22:30,2025-09-03,JPMC,INTRODUCING
T20250901-000557,XOM,SELL,1000,113.18,113180.0,FND1056,2025-09-01T19:01:57,2025-09-03,JPMC,SELF_CLEAR
T20250901-000558,NVDA,SELL,1000,434.18,434180.0,FND1009,2025-09-01T17:28:09,2025-09-03,MSCO,SELF_CLEAR
T20250901-000559,JPM,BUY,500,155.96,77980.0,FND1036,2025-09-01T20:13:46,2025-09-03,BAML,INTRODUCING
T20250901-000560,JPM,SELL,1000,69.24,69240.0,FND1023,2025-09-01T19:16:12,2025-09-03,GSCO,INTRODUCING
T20250901-000561,AMZN,BUY,1500,248.62,372930.0,FND1001,2025-09-01T17:36:21,2025-09-03,MSCO,INTRODUCING
T20250901-000562,UNH,SELL,500,286.36,143180.0,FND1059,2025-09-01T18:10:12,2025-09-03,MSCO,SELF_CLEAR
T20250901-000563,AAPL,SELL,1500,291.09,436635.0,FND1031,2025-09-01T17:44:00,2025-09-03,CDEL,INTRODUCING
T20250901-000564,META,BUY,500,37.33,18665.0,FND1001,2025-09-01T20:15:00,2025-09-03,UBSW,INTRODUCING
T20250901-000565,META,SELL,200,208.04,41608.0,FND1001,2025-09-01T18:21:54,2025-09-03,BAML,INTRODUCING
T20250901-000566,TSLA,SELL,500,231.76,115880.0,FND1040,2025-09-01T17:13:20,2025-09-03,BAML,SELF_CLEAR
T20250901-000567,BAC,SELL,100,361.98,36198.0,FND1038,2025-09-01T18:04:21,2025-09-03,MSCO,SELF_CLEAR
T20250901-000568,TSLA,SELL,1000,442.39,442390.0,FND1045,2025-09-01T20:58:42,2025-09-03,JPMC,INTRODUCING
T20250901-000569,META,SELL,1500,60.03,90045.0,FND1049,2025-09-01T17:36:55,2025-09-03,NITE,SELF_CLEAR
T20250901-000570,XOM,SELL,1500,251.37,377055.0,FND1003,2025-09-01T19:11:01,2025-09-03,NITE,SELF_CLEAR
T20250901-000571,AAPL,BUY,500,58.85,29425.0,FND1019,2025-09-01T20:38:38,2025-09-03,UBSW,SELF_CLEAR
T20250901-000572,META,BUY,1500,158.81,238215.0,FND1042,2025-09-01T20:49:45,2025-09-03,UBSW,SELF_CLEAR
T20250901-000573,JPM,SELL,200,151.26,30252.0,FND1055,2025-09-01T17:09:31,2025-09-03,GSCO,INTRODUCING
T20250901-000574,META,BUY,1000,431.28,431280.0,FND1050,2025-09-01T20:13:48,2025-09-03,NITE,SELF_CLEAR
T20250901-000575,GOOGL,SELL,200,199.78,39956.0,FND1033,2025-09-01T19:56:55,2025-09-03,CDEL,INTRODUCING
T20250901-000576,TSLA,BUY,2000,377.42,754840.0,FND1024,2025-09-01T17:41:12,2025-09-03,NITE,INTRODUCING
T20250901-000577,NVDA,BUY,1500,191.02,286530.0,FND1017,2025-09-01T19:25:20,2025-09-03,NITE,INTRODUCING
T20250901-000578,JPM,BUY,100,337.5,33750.0,FND1026,2025-09-01T20:25:39,2025-09-03,MSCO,INTRODUCING
T20250901-000579,MSFT,SELL,2000,376.93,753860.0,FND1034,2025-09-01T17:10:39,2025-09-03,JPMC,INTRODUCING
T20250901-000580,NVDA,BUY,200,181.46,36292.0,FND1057,2025-09-01T18:45:14,2025-09-03,JPMC,INTRODUCING
T20250901-000581,TSLA,BUY,1000,320.22,320220.0,FND1012,2025-09-01T17:41:02,2025-09-03,GSCO,SELF_CLEAR
T20250901-000582,GOOGL,SELL,1500,223.28,334920.0,FND1027,2025-09-01T16:58:20,2025-09-03,JPMC,SELF_CLEAR
T20250901-000583,BAC,BUY,2000,444.24,888480.0,FND1033,2025-09-01T18:59:16,2025-09-03,CDEL,INTRODUCING
T20250901-000584,META,SELL,2000,131.37,262740.0,FND1030,2025-09-01T20:16:56,2025-09-03,UBSW,SELF_CLEAR
T20250901-000585,TSLA,BUY,300,269.34,80802.0,FND1020,2025-09-01T19:18:24,2025-09-03,GSCO,SELF_CLEAR
T20250901-000586,MSFT,SELL,100,398.35,39835.0,FND1036,2025-09-01T18:15:10,2025-09-03,MSCO,SELF_CLEAR
T20250901-000587,MSFT,SELL,2000,233.24,466480.0,FND1012,2025-09-01T17:32:59,2025-09-03,CDEL,SELF_CLEAR
T20250901-000588,NVDA,SELL,100,217.7,21770.0,FND1024,2025-09-01T20:53:12,2025-09-03,MSCO,SELF_CLEAR
T20250901-000589,META,BUY,2000,347.94,695880.0,FND1008,2025-09-01T16:59:18,2025-09-03,CDEL,INTRODUCING
T20250901-000590,BAC,SELL,100,421.89,42189.0,FND1022,2025-09-01T19:36:22,2025-09-03,BAML,SELF_CLEAR
T20250901-000591,XOM,SELL,300,57.43,17229.0,FND1036,2025-09-01T18:38:10,2025-09-03,NITE,INTRODUCING
T20250901-000592,TSLA,SELL,300,383.06,114918.0,FND1051,2025-09-01T17:39:43,2025-09-03,BAML,INTRODUCING
T20250901-000593,BAC,SELL,200,17.09,3418.0,FND1022,2025-09-01T19:29:34,2025-09-03,GSCO,SELF_CLEAR
T20250901-000594,AAPL,BUY,200,20.09,4018.0,FND1008,2025-09-01T19:59:19,2025-09-03,MSCO,INTRODUCING
T20250901-000595,NVDA,BUY,1000,442.11,442110.0,FND1011,2025-09-01T20:57:15,2025-09-03,MSCO,INTRODUCING
T20250901-000596,JPM,BUY,1500,182.0,273000.0,FND1045,2025-09-01T20:43:48,2025-09-03,BAML,INTRODUCING
T20250901-000597,AAPL,SELL,100,329.28,32928.0,FND1012,2025-09-01T18:34:35,2025-09-03,CDEL,SELF_CLEAR
T20250901-000598,UNH,BUY,1000,481.1,481100.0,FND1028,2025-09-01T19:21:28,2025-09-03,JPMC,INTRODUCING
T20250901-000599,UNH,BUY,1000,81.53,81530.0,FND1011,2025-09-01T17:52:25,2025-09-03,JPMC,INTRODUCING
T20250901-000600,AMZN,SELL,500,65.09,32545.0,FND1016,2025-09-01T20:44:13,2025-09-03,GSCO,INTRODUCING
T20250901-000601,BAC,BUY,1500,295.55,443325.0,FND1021,2025-09-01T19:38:55,2025-09-03,JPMC,INTRODUCING
T20250901-000602,AAPL,BUY,2000,210.77,421540.0,FND1010,2025-09-01T19:14:49,2025-09-03,BAML,SELF_CLEAR
T20250901-000603,TSLA,BUY,1500,66.58,99870.0,FND1007,2025-09-01T18:14:46,2025-09-03,CDEL,SELF_CLEAR
T20250901-000604,UNH,BUY,100,113.29,11329.0,FND1000,2025-09-01T17:45:15,2025-09-03,BAML,SELF_CLEAR
T20250901-000605,BAC,BUY,2000,406.91,813820.0,FND1051,2025-09-01T19:59:06,2025-09-03,NITE,INTRODUCING
T20250901-000606,META,BUY,100,36.36,3636.0,FND1027,2025-09-01T17:20:09,2025-09-03,CDEL,INTRODUCING
T20250901-000607,AMZN,SELL,500,48.81,24405.0,FND1052,2025-09-01T19:48:04,2025-09-03,JPMC,SELF_CLEAR
T20250901-000608,NVDA,SELL,1500,338.12,507180.0,FND1048,2025-09-01T19:17:45,2025-09-03,NITE,SELF_CLEAR
T20250901-000609,META,SELL,300,108.33,32499.0,FND1032,2025-09-01T18:17:35,2025-09-03,GSCO,SELF_CLEAR
T20250901-000610,TSLA,BUY,1000,375.89,375890.0,FND1001,2025-09-01T18:52:30,2025-09-03,GSCO,SELF_CLEAR
T20250901-000611,TSLA,SELL,2000,389.52,779040.0,FND1027,2025-09-01T19:22:22,2025-09-03,MSCO,SELF_CLEAR
T20250901-000612,GOOGL,SELL,200,17.24,3448.0,FND1027,2025-09-01T18:46:57,2025-09-03,NITE,INTRODUCING
T20250901-000613,AMZN,BUY,100,42.44,4244.0,FND1031,2025-09-01T18:13:33,2025-09-03,GSCO,INTRODUCING
T20250901-000614,MSFT,BUY,100,42.15,4215.0,FND1053,2025-09-01T19:39:37,2025-09-03,GSCO,SELF_CLEAR
T20250901-000615,GOOGL,SELL,1000,74.79,74790.0,FND1045,2025-09-01T19:35:21,2025-09-03,CDEL,SELF_CLEAR
T20250901-000616,JPM,BUY,300,295.38,88614.0,FND1033,2025-09-01T17:50:40,2025-09-03,GSCO,INTRODUCING
T20250901-000617,GOOGL,BUY,300,457.48,137244.0,FND1027,2025-09-01T19:59:02,2025-09-03,GSCO,INTRODUCING
T20250901-000618,META,SELL,200,213.76,42752.0,FND1030,2025-09-01T19:11:59,2025-09-03,UBSW,INTRODUCING
T20250901-000619,JPM,SELL,2000,76.12,152240.0,FND1011,2025-09-01T20:44:36,2025-09-03,NITE,SELF_CLEAR
T20250901-000620,MSFT,BUY,2000,217.74,435480.0,FND1054,2025-09-01T17:32:16,2025-09-03,GSCO,SELF_CLEAR
T20250901-000621,TSLA,SELL,300,13.82,4146.0,FND1002,2025-09-01T20:08:42,2025-09-03,BAML,INTRODUCING
T20250901-000622,BRK.B,SELL,500,136.55,68275.0,FND1023,2025-09-01T19:26:42,2025-09-03,NITE,INTRODUCING
T20250901-000623,XOM,BUY,200,12.39,2478.0,FND1002,2025-09-01T20:49:58,2025-09-03,BAML,INTRODUCING
T20250901-000624,BAC,SELL,100,32.9,3290.0,FND1039,2025-09-01T17:08:21,2025-09-03,BAML,INTRODUCING
T20250901-000625,GOOGL,BUY,100,232.15,23215.0,FND1014,2025-09-01T18:26:24,2025-09-03,NITE,SELF_CLEAR
